PaymentID,MsgId,InstrId,EndToEndId,PaymentDate,SettlementDate,Amount,CurrencyCode,DebtorID,CreditorID,DebtorAgentBIC,CreditorAgentBIC,PurposeCode,StatusCode,ChargeBearer,ProcessingTimeMinutes
PACS008-d7ff6d9ce6-INST-20250923-00908,PACS008-d7ff6d9ce6,INST-20250923-00908,E2E-20250923-00908,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02457,IRCEIE2DXXX,ICRAITRRXXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00909,PACS008-d7ff6d9ce6,INST-20250923-00909,E2E-20250923-00909,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02458,IRCEIE2DXXX,CAIXESBBXXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00910,PACS008-d7ff6d9ce6,INST-20250923-00910,E2E-20250923-00910,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02459,IRCEIE2DXXX,RAIFCH22XXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00911,PACS008-d7ff6d9ce6,INST-20250923-00911,E2E-20250923-00911,2025-09-23T09:31:00+00:00,2025-09-23T16:00:00+00:00,,,P02444,P02460,IRCEIE2DXXX,WFBIUS6SXXX,GOVT,ACSC,N/A,389.0
PACS008-d7ff6d9ce6-INST-20250923-00912,PACS008-d7ff6d9ce6,INST-20250923-00912,E2E-20250923-00912,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02461,IRCEIE2DXXX,AIBKIE2DXXX,TAXS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00913,PACS008-d7ff6d9ce6,INST-20250923-00913,E2E-20250923-00913,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02462,IRCEIE2DXXX,SWEDSESSXXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00914,PACS008-d7ff6d9ce6,INST-20250923-00914,E2E-20250923-00914,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02463,IRCEIE2DXXX,BPPIITRRXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00915,PACS008-d7ff6d9ce6,INST-20250923-00915,E2E-20250923-00915,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02464,IRCEIE2DXXX,ACTVPTPLXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00916,PACS008-d7ff6d9ce6,INST-20250923-00916,E2E-20250923-00916,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02465,IRCEIE2DXXX,ULSBIE2DXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00917,PACS008-d7ff6d9ce6,INST-20250923-00917,E2E-20250923-00917,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02466,IRCEIE2DXXX,AIBKIE2DXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00918,PACS008-d7ff6d9ce6,INST-20250923-00918,E2E-20250923-00918,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02467,IRCEIE2DXXX,AGRIFRPPXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00919,PACS008-d7ff6d9ce6,INST-20250923-00919,E2E-20250923-00919,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02468,IRCEIE2DXXX,SOGEFRPPXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00920,PACS008-d7ff6d9ce6,INST-20250923-00920,E2E-20250923-00920,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02469,IRCEIE2DXXX,NDEASESSXXX,LOAN,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00921,PACS008-d7ff6d9ce6,INST-20250923-00921,E2E-20250923-00921,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02470,IRCEIE2DXXX,ESSESESSXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00922,PACS008-d7ff6d9ce6,INST-20250923-00922,E2E-20250923-00922,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02471,IRCEIE2DXXX,BESCPTPLXXX,SUPP,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00923,PACS008-d7ff6d9ce6,INST-20250923-00923,E2E-20250923-00923,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02472,IRCEIE2DXXX,BYLADEM1001,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00924,PACS008-d7ff6d9ce6,INST-20250923-00924,E2E-20250923-00924,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02473,IRCEIE2DXXX,BSABESBBXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00925,PACS008-d7ff6d9ce6,INST-20250923-00925,E2E-20250923-00925,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02474,IRCEIE2DXXX,BPPIITRRXXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00927,PACS008-d7ff6d9ce6,INST-20250923-00927,E2E-20250923-00927,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,10818.53,EUR,P02444,P02476,IRCEIE2DXXX,RAIFCH22XXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00928,PACS008-d7ff6d9ce6,INST-20250923-00928,E2E-20250923-00928,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02477,IRCEIE2DXXX,BOFAUS3NXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00931,PACS008-d7ff6d9ce6,INST-20250923-00931,E2E-20250923-00931,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02480,IRCEIE2DXXX,BNPAFRPPXXX,LOAN,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00932,PACS008-d7ff6d9ce6,INST-20250923-00932,E2E-20250923-00932,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02481,IRCEIE2DXXX,DEUTDEFFXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00933,PACS008-d7ff6d9ce6,INST-20250923-00933,E2E-20250923-00933,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02482,IRCEIE2DXXX,ACTVPTPLXXX,LOAN,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00934,PACS008-d7ff6d9ce6,INST-20250923-00934,E2E-20250923-00934,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02483,IRCEIE2DXXX,NWBKGB2LXXX,SUPP,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00935,PACS008-d7ff6d9ce6,INST-20250923-00935,E2E-20250923-00935,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,7784.59,CHF,P02444,P02484,IRCEIE2DXXX,DEUTDEFFXXX,EDUC,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00936,PACS008-d7ff6d9ce6,INST-20250923-00936,E2E-20250923-00936,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,245555.28,GBP,P02444,P02485,IRCEIE2DXXX,BBVAESMMXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00937,PACS008-d7ff6d9ce6,INST-20250923-00937,E2E-20250923-00937,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,4046.27,EUR,P02444,P02486,IRCEIE2DXXX,ICRAITRRXXX,DIVD,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00938,PACS008-d7ff6d9ce6,INST-20250923-00938,E2E-20250923-00938,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02487,IRCEIE2DXXX,COBADEFFXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00939,PACS008-d7ff6d9ce6,INST-20250923-00939,E2E-20250923-00939,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02488,IRCEIE2DXXX,ESSESESSXXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00940,PACS008-d7ff6d9ce6,INST-20250923-00940,E2E-20250923-00940,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02489,IRCEIE2DXXX,NWBKGB2LXXX,LOAN,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00941,PACS008-d7ff6d9ce6,INST-20250923-00941,E2E-20250923-00941,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02490,IRCEIE2DXXX,CCFRFRPPXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00942,PACS008-d7ff6d9ce6,INST-20250923-00942,E2E-20250923-00942,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,9393.88,CHF,P02444,P02491,IRCEIE2DXXX,CRESCHZZ80A,EDUC,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00943,PACS008-d7ff6d9ce6,INST-20250923-00943,E2E-20250923-00943,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02492,IRCEIE2DXXX,BBVAESMMXXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00944,PACS008-d7ff6d9ce6,INST-20250923-00944,E2E-20250923-00944,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,12395.84,USD,P02444,P02493,IRCEIE2DXXX,RABONL2UXXX,EDUC,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00946,PACS008-d7ff6d9ce6,INST-20250923-00946,E2E-20250923-00946,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02495,IRCEIE2DXXX,BSABESBBXXX,TAXS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00948,PACS008-d7ff6d9ce6,INST-20250923-00948,E2E-20250923-00948,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02497,IRCEIE2DXXX,IRCEIE2DXXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00949,PACS008-d7ff6d9ce6,INST-20250923-00949,E2E-20250923-00949,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02498,IRCEIE2DXXX,UNCRITMMXXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00950,PACS008-d7ff6d9ce6,INST-20250923-00950,E2E-20250923-00950,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02499,IRCEIE2DXXX,CRESCHZZ80A,SUPP,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00951,PACS008-d7ff6d9ce6,INST-20250923-00951,E2E-20250923-00951,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02500,IRCEIE2DXXX,ULSBIE2DXXX,EDUC,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00952,PACS008-d7ff6d9ce6,INST-20250923-00952,E2E-20250923-00952,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02501,IRCEIE2DXXX,SOGEFRPPXXX,LOAN,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00953,PACS008-d7ff6d9ce6,INST-20250923-00953,E2E-20250923-00953,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02502,IRCEIE2DXXX,BPPIITRRXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00954,PACS008-d7ff6d9ce6,INST-20250923-00954,E2E-20250923-00954,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02503,IRCEIE2DXXX,RABONL2UXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00955,PACS008-d7ff6d9ce6,INST-20250923-00955,E2E-20250923-00955,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02504,IRCEIE2DXXX,WFBIUS6SXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00956,PACS008-d7ff6d9ce6,INST-20250923-00956,E2E-20250923-00956,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02505,IRCEIE2DXXX,CCFRFRPPXXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00957,PACS008-d7ff6d9ce6,INST-20250923-00957,E2E-20250923-00957,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02506,IRCEIE2DXXX,BSABESBBXXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00958,PACS008-d7ff6d9ce6,INST-20250923-00958,E2E-20250923-00958,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02507,IRCEIE2DXXX,UNCRITMMXXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00959,PACS008-d7ff6d9ce6,INST-20250923-00959,E2E-20250923-00959,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02508,IRCEIE2DXXX,INGBNL2AXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00960,PACS008-d7ff6d9ce6,INST-20250923-00960,E2E-20250923-00960,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02509,IRCEIE2DXXX,CITIUS33XXX,TAXS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00961,PACS008-d7ff6d9ce6,INST-20250923-00961,E2E-20250923-00961,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02510,IRCEIE2DXXX,RABONL2UXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00962,PACS008-d7ff6d9ce6,INST-20250923-00962,E2E-20250923-00962,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,228715.91,EUR,P02444,P02511,IRCEIE2DXXX,RABONL2UXXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00963,PACS008-d7ff6d9ce6,INST-20250923-00963,E2E-20250923-00963,2025-09-23T09:31:00+00:00,2025-09-23T16:00:00+00:00,,,P02444,P02512,IRCEIE2DXXX,RAIFCH22XXX,LOAN,ACSC,N/A,389.0
PACS008-d7ff6d9ce6-INST-20250923-00964,PACS008-d7ff6d9ce6,INST-20250923-00964,E2E-20250923-00964,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02513,IRCEIE2DXXX,SNSBNL2AXXX,LOAN,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00965,PACS008-d7ff6d9ce6,INST-20250923-00965,E2E-20250923-00965,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02514,IRCEIE2DXXX,NOVAPTPLXXX,EDUC,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00966,PACS008-d7ff6d9ce6,INST-20250923-00966,E2E-20250923-00966,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,8440.86,CHF,P02444,P02515,IRCEIE2DXXX,SWEDSESSXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00967,PACS008-d7ff6d9ce6,INST-20250923-00967,E2E-20250923-00967,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02516,IRCEIE2DXXX,ABNANL2AXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00969,PACS008-d7ff6d9ce6,INST-20250923-00969,E2E-20250923-00969,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02518,IRCEIE2DXXX,CRESCHZZ80A,SUPP,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00970,PACS008-d7ff6d9ce6,INST-20250923-00970,E2E-20250923-00970,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02519,IRCEIE2DXXX,CHASUS33XXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00971,PACS008-d7ff6d9ce6,INST-20250923-00971,E2E-20250923-00971,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,10119.27,USD,P02444,P02520,IRCEIE2DXXX,LOYDGB2LXXX,TAXS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00972,PACS008-d7ff6d9ce6,INST-20250923-00972,E2E-20250923-00972,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02521,IRCEIE2DXXX,BCITITMMXXX,EDUC,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00973,PACS008-d7ff6d9ce6,INST-20250923-00973,E2E-20250923-00973,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02522,IRCEIE2DXXX,SNSBNL2AXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00974,PACS008-d7ff6d9ce6,INST-20250923-00974,E2E-20250923-00974,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02523,IRCEIE2DXXX,CCFRFRPPXXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00975,PACS008-d7ff6d9ce6,INST-20250923-00975,E2E-20250923-00975,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02524,IRCEIE2DXXX,CRESCHZZ80A,SUPP,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00976,PACS008-d7ff6d9ce6,INST-20250923-00976,E2E-20250923-00976,2025-09-23T09:31:00+00:00,2025-09-23T16:00:00+00:00,,,P02444,P02525,IRCEIE2DXXX,SNSBNL2AXXX,SERV,ACSC,N/A,389.0
PACS008-d7ff6d9ce6-INST-20250923-00977,PACS008-d7ff6d9ce6,INST-20250923-00977,E2E-20250923-00977,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02526,IRCEIE2DXXX,INGBNL2AXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00978,PACS008-d7ff6d9ce6,INST-20250923-00978,E2E-20250923-00978,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02527,IRCEIE2DXXX,WFBIUS6SXXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00979,PACS008-d7ff6d9ce6,INST-20250923-00979,E2E-20250923-00979,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02528,IRCEIE2DXXX,NWBKGB2LXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00980,PACS008-d7ff6d9ce6,INST-20250923-00980,E2E-20250923-00980,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02529,IRCEIE2DXXX,AIBKIE2DXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00981,PACS008-d7ff6d9ce6,INST-20250923-00981,E2E-20250923-00981,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02530,IRCEIE2DXXX,BPPIITRRXXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00982,PACS008-d7ff6d9ce6,INST-20250923-00982,E2E-20250923-00982,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02531,IRCEIE2DXXX,SOGEFRPPXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00983,PACS008-d7ff6d9ce6,INST-20250923-00983,E2E-20250923-00983,2025-09-23T09:31:00+00:00,2025-09-23T16:00:00+00:00,,,P02444,P02532,IRCEIE2DXXX,SNSBNL2AXXX,LOAN,ACSC,N/A,389.0
PACS008-d7ff6d9ce6-INST-20250923-00984,PACS008-d7ff6d9ce6,INST-20250923-00984,E2E-20250923-00984,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02533,IRCEIE2DXXX,BCITITMMXXX,LOAN,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00985,PACS008-d7ff6d9ce6,INST-20250923-00985,E2E-20250923-00985,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02534,IRCEIE2DXXX,BNPAFRPPXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00986,PACS008-d7ff6d9ce6,INST-20250923-00986,E2E-20250923-00986,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02535,IRCEIE2DXXX,AIBKIE2DXXX,SALA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00987,PACS008-d7ff6d9ce6,INST-20250923-00987,E2E-20250923-00987,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02536,IRCEIE2DXXX,ESSESESSXXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00988,PACS008-d7ff6d9ce6,INST-20250923-00988,E2E-20250923-00988,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02537,IRCEIE2DXXX,BYLADEM1001,EDUC,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00990,PACS008-d7ff6d9ce6,INST-20250923-00990,E2E-20250923-00990,2025-09-23T09:31:00+00:00,2025-09-23T16:00:00+00:00,,,P02444,P02539,IRCEIE2DXXX,UBSWCHZH80A,LOAN,ACSC,N/A,389.0
PACS008-d7ff6d9ce6-INST-20250923-00991,PACS008-d7ff6d9ce6,INST-20250923-00991,E2E-20250923-00991,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02540,IRCEIE2DXXX,ABNANL2AXXX,DIVD,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00992,PACS008-d7ff6d9ce6,INST-20250923-00992,E2E-20250923-00992,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02541,IRCEIE2DXXX,NDEASESSXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00993,PACS008-d7ff6d9ce6,INST-20250923-00993,E2E-20250923-00993,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02542,IRCEIE2DXXX,ICRAITRRXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00994,PACS008-d7ff6d9ce6,INST-20250923-00994,E2E-20250923-00994,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,94374.42,USD,P02444,P02543,IRCEIE2DXXX,NDEASESSXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00995,PACS008-d7ff6d9ce6,INST-20250923-00995,E2E-20250923-00995,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02544,IRCEIE2DXXX,RAIFCH22XXX,PENS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00996,PACS008-d7ff6d9ce6,INST-20250923-00996,E2E-20250923-00996,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02545,IRCEIE2DXXX,BYLADEM1001,LOAN,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00997,PACS008-d7ff6d9ce6,INST-20250923-00997,E2E-20250923-00997,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02546,IRCEIE2DXXX,CHASUS33XXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00998,PACS008-d7ff6d9ce6,INST-20250923-00998,E2E-20250923-00998,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,1346.21,USD,P02444,P02547,IRCEIE2DXXX,POFICHBEXXX,SERV,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-00999,PACS008-d7ff6d9ce6,INST-20250923-00999,E2E-20250923-00999,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02548,IRCEIE2DXXX,DEUTDEFFXXX,GOVT,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-01002,PACS008-d7ff6d9ce6,INST-20250923-01002,E2E-20250923-01002,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02551,IRCEIE2DXXX,HBUKGB4BXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-01003,PACS008-d7ff6d9ce6,INST-20250923-01003,E2E-20250923-01003,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,6463.04,USD,P02444,P02552,IRCEIE2DXXX,POFICHBEXXX,SUPP,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-01005,PACS008-d7ff6d9ce6,INST-20250923-01005,E2E-20250923-01005,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02554,IRCEIE2DXXX,WFBIUS6SXXX,TAXS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-01007,PACS008-d7ff6d9ce6,INST-20250923-01007,E2E-20250923-01007,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,646366.15,EUR,P02444,P02556,IRCEIE2DXXX,NOVAPTPLXXX,ROYA,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-01008,PACS008-d7ff6d9ce6,INST-20250923-01008,E2E-20250923-01008,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02557,IRCEIE2DXXX,RAIFCH22XXX,SUPP,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-01009,PACS008-d7ff6d9ce6,INST-20250923-01009,E2E-20250923-01009,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02558,IRCEIE2DXXX,HBUKGB4BXXX,TAXS,ACSP,N/A,-29.0
PACS008-d7ff6d9ce6-INST-20250923-01010,PACS008-d7ff6d9ce6,INST-20250923-01010,E2E-20250923-01010,2025-09-23T09:31:00+00:00,2025-09-23T09:02:00+00:00,,,P02444,P02559,IRCEIE2DXXX,HBUKGB4BXXX,DIVD,ACSP,N/A,-29.0
